Title,Year,Director,Producer,Genres,Summary,Duration,Budget,Revenue,Ratings,Vote Count,Popularity,Content Rating,Original Language,Production Companies,Production Countries,Spoken Languages,Tagline,Adult,Movie ID
The Dancing Detective: A Deadly Tango,2023,Stefan Scaini,Colin Azzopardi,"TV Movie, Mystery","Constance Bailey is a no-nonsense detective who prefers to work alone. When a high-profile CEO is murdered on the eve of his company’s corporate event in Malta – a high-stakes ballroom competition between senior executives – Detective Bailey is sent undercover as one of the contestants. The only problem? She can’t dance. To convincingly compete, she must team up with charismatic and free-spirited performer Sebastian Moore. But with a killer on the loose and a growing list of suspects, it’s going to take more than a little fancy footwork to solve this case.",84,0,0,7.357,14,3.258,PG,en,"Leif Films, Tetrad Productions, Moviehouse Entertainment","Canada, United States of America, Malta",English,They've got killer moves.,FALSE,1093760
My Christmas Hero,2023,Martin Wood,Mick McKay,"TV Movie, Drama, Romance","Nicole Ramsey is dedicated to serving military service members and their families at the Joint Military Base in Lacey, Washington, home of I Corps and the 62nd Airlift Wing. This Christmas, with the help of many dedicated heroes, Dr. Ramsey is on a mission to honor a special fallen soldier and bring much needed healing to her own family.",85,0,0,8.4,9,3.255,G,en,"Candy Rock Entertainment, Syrup Studios, Motion Picture Corporation of America, Great American Media, Veteran Today Productions, Lighthouse Pictures","Canada, United States of America",English,,FALSE,1114975
"Earthbound, USA",2023,Jazzy Benson,Aaron Cargile,Documentary,"American teenagers connect on the early internet to crusade for their favorite videogame of all time, pitting their fan site against a corporate goliath and their own looming adulthoods.",104,0,0,0,0,3.244,NR,en,Fangamer,United States of America,"English, 日本語",,FALSE,1181403
A Very Good Girl,2023,Petersen Vargas,John Leo D. Garcia,"Drama, Comedy, Thriller","After a heartless firing triggers a chain of unfortunate events, Philo plots a meticulous revenge against retail mogul, Mother Molly, aiming to dismantle her empire and seize the ultimate payback. This time, there is no mercy.",117,0,1762261,7,3,3.235,15,tl,Star Cinema – ABS-CBN Film Productions,Philippines,"English, ",Even saints were sinners.,FALSE,1105324
Wedding Season,2023,David Weaver,Kevin Leslie,"TV Movie, Comedy, Romance","Trish is a journalist who is on back-to-back bridesmaid duty for her three best friends. When her date is unable to join, she pairs up with photographer Ryan, the brother of her best friend.",84,0,0,5.786,14,3.234,G,en,"Hallmark Media, Lighthouse Pictures, MarVista Entertainment","Canada, United States of America",English,Bridesmaid three times is a row? Piece of cake.,FALSE,1119748
Alone Together,2023,William Kresch,Eric Reitz,"Thriller, Horror","Nassdja is locked down during a raging pandemic with her brutish boyfriend Luke. With the hope of healing their fractured relationship, they flee to Luke's remote family cabin, but soon find they are not alone.",93,0,0,9,1,3.203,NR,en,,,English,,FALSE,1190400
Louder Than Rock,2023,,Dana DeMars,"Documentary, Music","In this compelling documentary, we follow the life of Caleb Quaye, the complicated guitarist behind some of the world's most famous musicians such as Elton John, Mick Jagger, Paul McCartney, Hall & Oates, among others.",97,0,0,4,2,3.198,NR,en,GloRoc Productions,,English,,FALSE,1119451
"Up, Up, & Up",2023,Juaquin Rosales,Juaquin Rosales,"Thriller, Drama, Horror",Cassius is a lonesome photographer who is sent over the edge when he meditates to help with the grief of his late lover.,148,8000,0,10,1,3.196,R,en,Lucid Films,United States of America,English,Therapy not included.,FALSE,1145765
Navigating Christmas,2023,Peter Benson,,"TV Movie, Comedy, Drama, Romance","Recently divorced Melanie brings her son to a remote island for Christmas, where she connects with a lighthouse owner.",84,0,0,7.3,11,3.191,G,en,,Canada,English,,FALSE,1180814
SUGA: Road to D-DAY,2023,Park Jun-soo,Bang Si-hyuk,"Documentary, Music","SUGA of the world-renowned group, BTS, works on a new album. He embarks on a journey to find his story to tell through music, while interacting with artists from various cities around the world.",81,0,0,8,7,3.189,R,ko,"Big Hit Entertainment, HYBE",South Korea,한국어/조선말,,FALSE,1106732
The Hard Hit,2023,Omie Blue,Darien Smith,"Action, Thriller, Crime","An Interpol agent hunting the head of a global crime syndicate tracks his target to Las Vegas, but when the criminal organization kills his wife and daughter, he goes above the law to get his revenge.",76,0,0,0,0,3.185,15,en,"Dbuck Films, Irish Productions, Ohlsen Productions, Tc Photography",United States of America,English,,FALSE,1195585
The Exploding Boy,2023,Ian Southworth,Monty Wolfe,Comedy,"Alex Silver is a talented but angsty teen who dreams of becoming the next Jim Henson. Unfortunately, his life is no happy puppet show. His dad is overbearing, his school is oppressive, and even people in the neighborhood seem out to get him. But everything changes when Julius, a mysterious transfer student, enters his life.",83,4000,0,10,1,3.182,NR,en,,United States of America,English,,FALSE,1175232
Behind the Smoke,2023,Jacob Whitley,Jacob Whitley,Documentary,"This documentary is meant to bring to light the issues that firefighters and their families faces later in life when the firefighter association and government resources are no longer available to them. Cancer can take more firefighters than anything else on the job. Behind the Smoke is a representative voice of every firefighter, ""I was called to save lives, who is called to save mine?""",100,0,0,0,0,3.179,PG,en,Whitley Films Productions,United States of America,,Behind the Smoke is a representative voice of every firefighter.,FALSE,1227101
My Name Is Mo'Nique,2023,L. Frazier,,Comedy,"You think you know Mo'Nique? From staring down a racist teacher to her grandmother's sex warning, she spills all in this stand-up comedy special.",60,0,0,4.167,6,3.179,R,en,,United States of America,English,Mo'Nique: My Name Is Mo'Nique,FALSE,1107041
Bert Kreischer: Razzle Dazzle,2023,Jeff Tomsic,,Comedy,"Shameless — and shirtless — as ever, Bert spills on bodily emissions, being bullied by his kids and the explosive end to his family's escape room outing.",61,0,0,7.5,15,3.179,15,en,,United States of America,English,,FALSE,1088163
A Heidelberg Holiday,2023,Maclain Nelson,Gerrit Klein,"TV Movie, Romance, Family, Drama","Heidi heads to the Heidelberg Christmas market to sell her hand-painted ornaments. While there, she falls for a local artisan who helps her reconnect with her lost heritage.",84,0,0,6.9,12,3.174,G,en,"Hallmark Media, Giganten Film, Synthetic Cinema International, Ministarstvo kulture Republike Srbije, Nuworx Productions","Germany, Serbia, United States of America","Deutsch, English",Just a German-fashioned love story.,FALSE,1074788
Hemet is Heaven,2023,Donnovan Mesa,,,"An aspiring filmmaker embarks on a journey to document the hidden gems of their hometown, Hemet, California, but soon realizes the challenges of independent filmmaking as they navigate through two years of obstacles and perseverance.",89,1500,0,0,0,3.173,NR,en,,,,,FALSE,1077123
Would You Kill for Me? The Mary Bailey Story,2023,Simone Stock,Steve Boisvert,"Crime, Drama, Thriller, TV Movie","After a lifetime of abuse from the same man, three women - a grandmother, her daughter, and her granddaughter - conspire to get rid of him once and for all.",90,2000000,0,7.333,6,3.167,PG-13,en,MB Films,Canada,English,What would you do for mother?,FALSE,1197852
A Lifelong Love,2023,Nicholas Humphries,Anthony Fankhauser,"TV Movie, Romance, Drama","While trying to reunite her grandfather with his lost love, Annika teams up with college sweetheart Ryan to create a book about the experience, documenting different love stories along the way.",84,0,0,7.2,6,3.157,G,en,"The Cartel, Capturing Love Pictures","Canada, United States of America",English,,FALSE,1135632
Don Rickles LIVE in Arizona 2014,2023,Tony Oppedisano,,"Comedy, Documentary","Here is the premiere of Don Rickles Live in Arizona! Filmed at Wild Horse Pass Casino in 2014, this incredibly important special signifies one of the final recordings of Don Rickles performing live. With this third performance in the series, The Don Rickles Channel is proud to showcase the evolution of Don's performances over nearly 25 years.  Presented by Winbrook Entertainment in association with Wynnefield Productions, this legendary performance is a testament to Don Rickles' comedic genius. Remastered by Sorcery Cinema, this exclusive release brings the magic of Don Rickles' timeless humor to a new generation of fans. Join us as we celebrate the legacy of the iconic Don Rickles, with the support of the Rickles Estate. Subscribe now to witness the unforgettable laughter and entertainment from the one and only Don Rickles.",62,0,0,10,1,3.126,NR,en,"Winbrook Entertainment, Sorcery Cinema LLC",United States of America,,Don Rickles performing in Arizona in 2014. Digitally restored and released in 2023,FALSE,1193903
Greatest Cartoons of the Golden Era,2023,Charles Dewandeler,,"Animation, TV Movie","Host Charles Dewandeler counts down the GREATEST CARTOONS of the GOLDEN ERA, including Superman, Bugs Bunny, Daffy Duck, Popeye, Woody Woodpecker, Felix the Cat and more.",72,0,0,0,0,3.12,G,en,,United States of America,English,,FALSE,1305571
"The Randall Scandal: Love, Loathing, and Vanderpump",2023,,,"Documentary, TV Movie","An investigation into many of the shocking claims against Emmett, which include allegations of race discrimination, workplace abuse, and questionable on-set behavior towards actor Bruce Willis as his mental acuity declined ― all of which Emmett denies.",85,0,0,5.6,5,3.105,PG-13,en,"ABC News Studios, LA Times Studios",United States of America,English,The Dark Side of Hollywood.,FALSE,1127399
Blanquita,2023,Fernando Guzzoni,Giancarlo Nasi,Drama,"Blanca, an 18-year-old foster home resident, is the key witness in a scandal involving kids, politicians and rich men taking part in sex parties. Yet, the more questions are asked, the less clear it becomes what Blanca’s role in the scandal exactly is.",99,1500000,0,6.429,14,3.101,R,es,"Quijote Films, Rampante Films, Madants, Bonne Pioche, Tarantula, Varios Lobos, Conejo Media","Chile, France, Luxembourg, Mexico, Poland",Español,,FALSE,577921
Something Walks in the Woods,2023,William J Howard III,William J Howard III,"Horror, Documentary, Thriller","A viral video shows a mysterious figure walking along the edge of the woods each day, and filmmaker Bill Howard sets out to spend a night there to find out exactly what it is.",81,0,0,5.7,3,3.083,NR,en,Whirligig Pictures LLC,United States of America,,,FALSE,1098077
Gouge Away,2023,Jeff Frumess,Jeff Frumess,"Horror, Thriller, Mystery, Science Fiction, Comedy",Tony the Stamper is about to uncover a nasty secret when his mentor Stanley goes missing amid a hazardous narcotic gas that has flooded the city streets.,88,2000,0,0,0,3.073,NR,en,Frumess Films,United States of America,English,You're only a monster if you want to be.,FALSE,1019581
Love's Greek to Me,2023,Michael Robison,Phillip J. Roth,"TV Movie, Romance, Comedy","When Ilana travels to Santorini with her Greek boyfriend Mike for his sister Alex's wedding, she's thrilled to be asked to be her American Maid of Honor. Mike surprises Ilana by proposing, leaving Ilana gets caught in the whirlwind created by his well-meaning and overly enthusiastic mother Athena.",84,0,0,6,12,3.069,G,en,"Magic Valley Productions, Hallmark Media, UFO International Productions, Albatross Entertainment","United States of America, Greece",English,An isle to aisle romance.,FALSE,1119749
Mary Mary,2023,,,Drama,"In this story, Mary (portrayed by Ese Eriata), a young and attractive widow, also serves as Jason's stepmother. She is determined to win Jason's affection and goes to extreme measures to make him see her as the ideal partner. Mary ensures that he remains unsuccessful in his relationships until his latest girlfriend from the US, also named Mary (played by Ruth Kadiri), comes to visit. The situation spirals into chaos when these two Marys cross paths.",93,0,0,0,0,3.065,PG,en,,,English,,FALSE,1181818
Road Trip Hostage,2023,Kaila York,A.J. Kelly,Thriller,"When pursuing her dreams leads to a fractured relationship with her mother, a young student angrily leaves home, but soon finds herself the hostage of a deranged criminal who forces her to drive him across the country.",85,0,0,7,4,3.059,PG-13,en,"Goodflix, Johnson Production Group","Canada, United States of America",,,FALSE,1119792
Stale Popcorn & Sticky Floors,2023,Dustin Ferguson,Joe Williamson,Documentary,"Take a front row seat as we sit down to chat with some of the creators and stars of the best and most beloved exploitation and grindhouse films of the 1970s and 80s. Featuring interviews with John Dugan (The Texas Chainsaw Massacre), Craig Reed (The Re-Animator), John Russo (Night of the Living Dead), Lynn Lowry (The Crazies), Carl Crew (Blood Diner), and many more independent horror veterans.",85,0,0,5,1,3.048,NR,en,SCS Entertainment,United States of America,English,Grindhouse Horror of the 70s & 80s,FALSE,761092
Destined 2: Christmas Once More,2023,Brittany Wiscombe,Brian Brough,"TV Movie, Comedy, Romance","Theo continues to miss connecting with his girlfriend, Kim as he attempts to propose at Christmas.",85,0,0,8.3,7,3.041,G,en,"Candlelight Media Group, Silver Peak Productions, SunWorld Pictures",United States of America,English,,FALSE,1137856
Christmas Island,2023,David Weaver,Christopher Giroux,"TV Movie, Comedy, Drama, Romance","When a snowstorm diverts Kate's first private flight bound for Switzerland, to Christmas Island in Nova Scotia, she must team up with an air traffic controller to secure her dream job as the family's pilot.",84,0,0,8.1,10,3.035,G,en,"Picture Plant, Vortex Productions",Canada,English,,FALSE,1180841
Twenty,2023,Lev Omelchenko,,Documentary,"Set in a speakeasy in Atlanta, “Twenty” is a feature documentary about fifteen young people making it through 2020.  The film is an observational time capsule that lays bare the raw reflections of a group of people surviving a year that will be seared into our generational memory.",65,5000,0,0,0,3.034,NR,en,LEVOMEL Productions LLC,United States of America,"English, Português","Within a secret speakeasy, fifteen young people talk, sing, dance - and drink - briefly hidden from the chaos of the outside world.",FALSE,1024079
Kings of Mulberry Street: Let Love Reign,2023,Judy Naidoo,,"Comedy, Drama, Adventure",What if the only way Ticky and Baboo can save Granny Chetty from the clutches of the fallen Commander Veerasamy is by pretending to be celebrities from Bollywood?,109,0,0,5.7,11,3.03,PG-13,en,,South Africa,"Français, English",Kings of Mulberry Street: Let Love Reign,FALSE,1108258
Handyman from Hell,2023,Cody Hartman,Brian Hartman,"Thriller, TV Movie, Drama","Maggie has just separated from her husband and is finally overhauling the beautiful converted church that she had bought. When she meets Nate, she feels like she's met the man who is going to fix up her kitchen...and maybe even her heart.",87,258000,0,4.7,3,3.002,PG-13,en,"13th Floor Productions, Exit 19 Productions",United States of America,English,When the handyman is too good to be true.,FALSE,1194036
Holiday Hotline,2023,Mark Jean,Juliette Hagopian,"TV Movie, Comedy, Drama, Romance","Upon leaving London and working at a cooking hotline, Abby connects with an anonymous caller — a single dad who Abby unknowingly is also smitten with in real life.",84,0,0,7.176,17,2.998,G,en,"Julijette, Just To Be Clear Productions, Shalom Amigo Productions",Canada,English,Ready to talk turkey?,FALSE,1180811
Alone at Night,2023,Jimmy Giannopoulos,Diomedes Raul Bermudez,"Horror, Mystery, Thriller","Having just been through a tumultuous breakup, cam-girl Vicky retreats to a friend’s remote cabin in the woods to clear her head. But when the power goes out, she discovers something terrifying awaiting her in the dark — a masked killer who’s hellbent on bringing her night to a grisly end.",89,0,0,4.324,17,2.996,15,en,"Hercules Film Fund, Purpose Films, Handle Productions, Rhea Films, Artemis Pictures","Finland, United States of America",English,Never Trust Reality.,FALSE,815136
Mae Martin: SAP,2023,Abbi Jacobson,Cameron Fife,Comedy,"From a mythical moose encounter to the gender spectrum in ""Beauty and the Beast,"" Mae Martin reflects on a world off its axis in this comedy special.",70,0,0,5.206,17,2.995,R,en,,Canada,English,,FALSE,1099013
Quiero tu vida,2023,Jorge Colón,Jorge Garcia Castro,Comedy,"A former pro football player must retire after a life-altering injury, and as the years passes he wishes to know how his life would've turned out had he remained a star.",118,0,0,7,31,2.978,PG-13,es,"Ventanarosa, Punch Media",United States of America,Español,,FALSE,1118721
That's Funny,2023,Alex Grossman,Dan Keston,"Comedy, Drama","On the verge of a mid-life crisis, a former stand-up comedian believes an appearance on a popular late-night show will save his career, but ends up learning the journey is more rewarding than the destination.",81,0,0,0,0,2.971,NR,en,"Maxine Street Productions, Good Deed Entertainment",United States of America,English,His life is hilarious. His jokes are not.,FALSE,1156711
Is Genesis History? Mountains After the Flood,2023,Thomas Purifoy,Thomas Purifoy,Documentary,"In this fascinating sequel to ""Is Genesis History?"", watch a team of scientists discover new evidence for the global Flood. By the time the journey is over, you'll understand exactly how modern science connects to the book of Genesis.",101,0,0,10,2,2.963,NR,en,Compass Cinema,"Canada, United States of America",English,Genesis is the best explanation for everything we see in the world around us.,FALSE,1193598
Paperboy Love Prince for Mayor!,2023,Zack Young,,Documentary,"A documentary following the 2021 campaign of Paperboy Love Prince, a rapper and activist, for Mayor of New York",82,3000,0,0,0,2.943,NR,en,Zack Young Dot Net,United States of America,English,,FALSE,1084326
"Texas, USA",2023,Andrew Morgan,Zach Morgan,Documentary,"A documentary film exploring what it takes to build a new, hopeful vision for democracy against enormous odds. It’s an underdog story, told through the lives of candidates and organizers during the statewide 2022 election who tell an unexpected story of persistence, community, and progress in an unlikely place.",91,0,0,0,0,2.936,NR,en,Untold,United States of America,English,,FALSE,1195311
The Integrity of Joseph Chambers,2023,Robert Machoian,Robert Machoian,"Drama, Thriller","Fearing the apocalypse, an insurance salesman sets off into the woods on a solo hunting experiment.",96,0,0,5.313,24,2.933,15,en,"Back40 Pictures, Visit Films, Victor House Films",United States of America,English,,FALSE,950161
Mumbai Mafia: Police vs the Underworld,2023,Francis Longhurst,,Documentary,"In 1990s Mumbai, a crime boss and his network wield unchecked power over the city — until the rise of ""encounter cops,"" who brazenly kill their targets.",88,0,0,6.2,16,2.929,R,en,Minnow Films,United Kingdom,English,,FALSE,1066719
SATAN'S GUIDE TO THE BIBLE,2023,Zeke Piestrup,Tim Johnson,"Documentary, Animation, History","SATAN'S GUIDE TO THE BIBLE is an animated documentary. Join Satan as he shares Bible secrets, secrets the students' pastor learned at Christian seminary but is afraid to share. Thankfully, Satan's not afraid of losing his job.  Satan has amassed an impressive list of biblical scholars ready to reveal the ""standard stuff"" taught in Christian seminaries: Bart Ehrman (UNC Chapel Hill), John J. Collins (Yale), Dale Allison (Princeton Seminary), Susan Niditch (Amherst), Ron Hendel (UC Berkeley), and Hector Avalos (Iowa State). This is established seminary curriculum about biblical history, biblical morals, authorship claims, and early Christianity — a curriculum never shared with the congregation.  Darkly comedic, but thoroughly researched, SATAN'S GUIDE TO THE BIBLE is a fascinating journey into the secrets of the world's best-selling book.",86,56000,0,0,0,2.922,NR,en,,United States of America,English,The Sunday school teacher is out. Good thing a substitute is available: Satan!,FALSE,1226910
Three Blind Mice,2023,Pierre B,Scott Chambers,Horror,"Abi is going cold turkey, her family have taken her to a cabin in the woods so she is away from the city. However, little do they know, The Three Blind Mice is more than just a fairy tale.. And they may be next up on the menu.",82,0,0,3.5,6,2.916,NR,en,"Dark Abyss Productions, Uncork'd Entertainment",United Kingdom,English,"See how they run, see how they kill.",FALSE,1027919
Ms. Christmas Comes to Town,2023,Jason Bourque,Kate Gajdosik,"TV Movie, Drama, Romance","When Ms. Christmas, a shopping channel host, receives a terminal diagnosis, she heads on a multi-city excursion to spread Christmas cheer.",84,0,0,8.4,7,2.913,PG,en,Two 4 The Money Media,Canada,English,,FALSE,1180652
The Zombie Wedding,2023,Micah Khan,Maria Capp,"Comedy, Romance, Horror",Based on the hit interactive play (premiered in 2015). The first-ever wedding between a Human Bride and a Zombie Groom. The human guests need to learn how to behave. WWN reporters cover the wedding - while trying to get out alive.,102,0,0,0,0,2.911,NR,en,Weekly World News Studios,,English,,FALSE,1200012
Bill Engvall: Here's Your Sign It's Finally Time It's My Last Show,2023,Matt Kubas,Bill Engvall,Comedy,"Grammy nominated and platinum selling recording artist Bill Engvall is taking a bow. The renown comedian is entertaining audiences for a final time in his last standup special - ""Here's Your Sign, It's Finally Time.""",68,0,0,0,0,2.899,NR,en,The Nacelle Company,United States of America,English,,FALSE,1215160
Dusk for a Hitman,2023,Raymond St-Jean,Michel Ouellette,"Crime, Thriller, Action","1979. Donald Lavoie is a fearsome hitman who works under the orders of Claude Dubois, head of the Montreal South-West mob. Donald is tasked to take under his wing new recruit Serge Rivard, a hotheaded small-time crook who soon compromises him in a botched double murder. Donald avoids justice thanks to the Dubois clan's lawyers, but this is only a temporary setback for Detective Sergeant Roger Burns, who wants to convince Lavoie to become an informer.",105,0,0,5.75,10,2.898,R,fr,Les Productions Megafun,Canada,"English, Français",The hunter becomes the hunted.,FALSE,750891
Marlon Wayans: God Loves Me,2023,Troy Miller,,Comedy,"Filmed at the Center Stage Theater in Atlanta, Wayans delivers a hilarious hour-long performance, unleashing his spot-on impressions and fearless physical comedy to address one of the most infamous recent events in pop culture – “the slap” that took place at the 94th Academy Awards® ceremony.",60,0,0,6.1,17,2.888,R,en,Dakota Pictures,United States of America,English,,FALSE,1090241
Her Affair to Die For,2023,Tamar Halpern,Danny Roth,"Thriller, Drama, TV Movie",A young woman’s dad becomes the obsession of her seductive roommate who will stop at nothing to possess him.,90,0,0,5,6,2.873,PG-13,en,"Almost Never Films, RNR Media",United States of America,English,,FALSE,1087819
Sick Girl,2023,Jennifer Cram,Cassidy Lunnen,Comedy,"When Wren Pepper feels her closest friends slipping away, she lets loose a little white lie that snowballs into a colossal, life-altering event.",99,0,0,4.976,21,2.873,R,en,,United States of America,English,It's just one little lie. What could go wrong?,FALSE,618165
Billy Strings | At the Ryman Auditorium,2023,,,Music,"Join the Grammy Award winner and his band for a one-of-a-kind concert honoring the birthplace of Bluegrass. One of music’s top artists across all genres, Strings reveres acoustic music while pushing it forward into new spaces through his incredible live shows. Recorded on February 26, 2023 at the historic Ryman, Strings celebrates the traditional bluegrass songs that shaped him as a musician.",79,0,0,0,0,2.87,G,en,PBS,United States of America,English,Billy Strings,FALSE,1163365
Bone Cold,2023,Billy Hanson,Jonathan Stoddard,"Action, Thriller, Horror","An experienced Black Ops sniper attempts a nightmarish escape after a failed mission, tracked by enemy soldiers hellbent on revenge, and also hunted by something sinister and monstrous, hungry and determined.",109,0,0,3.889,9,2.864,15,en,Dirigo Entertainment,United States of America,English,Sometimes we make our own demons.,FALSE,1124272
You're Not Supposed to Be Here,2023,Nicole L. Thompson,,"TV Movie, Thriller, Drama, Horror",Pregnant couple Zoe and Kennedy are offered a vacation from their stressful lives when Kennedy’s boss gives them a key to a cabin in the woods.,88,0,0,5.9,7,2.859,PG-13,en,The Cartel,United States of America,English,Children Of The Corn meets adulthood.,FALSE,1184784
Carrot Cake Murder: A Hannah Swensen Mystery,2023,Pat Williams,Kevin Leslie,"TV Movie, Mystery","A skeleton found in Lake Eden reveals the true identity of a beloved resident. Despite her fiancé's disapproval, Hannah investigates the murder and enlists her mother's help to uncover the truth and bring the killer to justice.",84,0,0,6.938,16,2.836,PG,en,"Lighthouse Pictures, Looking Glass Productions",Canada,English,The sleuth with a sweet tooth is back.,FALSE,1093396
Bhagwan Bharose,2023,Shiladitya Bora,Prasanna Vithanage,"Drama, Comedy, Family","A story about two young, impressionable kids whose ideas about faith are constantly questioned and changed as their little world expands and takes into its fold, their country's fast-changing socio-political landscape.",95,450000,0,6.7,3,2.828,12A,hi,Platoon One Films,India,हिन्दी,"In a world blinded by faith, can innocence win over hate?",FALSE,1106108
"Desperate Souls, Dark City and the Legend of Midnight Cowboy",2023,Nancy Buirski,Nancy Buirski,Documentary,"This is not a documentary about the making of Midnight Cowboy. It is about a humane and groundbreaking masterpiece and the flawed but gifted people who made it. It is about a troubled era of cultural ferment, social and political change, about broken dreams and strivers, then and now. It is about an era that made a movie and a movie that made an era.",102,0,0,5.7,3,2.821,NR,en,Augusta Films,United States of America,English,,FALSE,1004929
A Nurse to Die For,2023,Peter Sullivan,,"Thriller, TV Movie","A father hires a live-in nurse to help care for his sick daughter, however, as she suffers a series of setbacks, he starts to wonder if the nurse might actually be the one keeping her sick.",88,0,0,6.429,7,2.816,PG-13,en,Hybrid,United States of America,English,,FALSE,1111440
The Year Between,2023,Alex Heller,Caterin Camargo-Alvarez,"Comedy, Drama","Inspired by true events, college sophomore Clemence Miller is coming home to the suburbs and a bedroom in her family's basement. After dropping out of school with a newly diagnosed mental illness, she now faces the challenges of bipolar disorder, the responsibilities of adulthood, and her damaged relationships with family and friends. Clemence struggles to figure out what it means to heal without driving everyone around her… well, crazy. As if reckoning with everything and everyone she has taken for granted wasn’t enough, Clemence has to wrestle with the thought that on top of it all, she might also just have a really bad personality.",94,0,0,4.1,7,2.813,NR,en,"Level Forward, Full Spectrum Features, Chicago Media Angels",United States of America,English,,FALSE,916721
Queen of the Deuce,2023,Valerie Kontakos,Valerie Kontakos,"Animation, Documentary, History","The unbelievable true story of Chelly Wilson, who escaped the Holocaust and built a porn cinema empire in New York City in the 1970s. Chelly was a Greek-born, Christmas-celebrating, Jewish grandma, who married men but was openly gay. This documentary charts her unlikely rise to wealth as a shrewd businesswoman on “The Deuce,” aka New York’s infamous 42nd Street.",75,0,0,7.333,3,2.811,NR,el,"Canada Media Fund | Fonds des médias du Canada, Creative Europe Media, Documentary Channel, Exile Films, Front Row Insurance Brokers, GAT PR, Goldenberg Nahmias, Greenwich Entertainment","Canada, Greece","English, ελληνικά",,FALSE,1047544
Sweet on You,2023,Marla Sokoloff,Brian Nolan,"TV Movie, Comedy, Drama, Romance","Kate, a small town pie shoppe owner, encounters city boy Drew who, unbeknownst to Kate, is in town to build tract homes that would run straight through her shoppe… until Drew finds his heart stuck between his family’s wishes and a chance at love.",85,0,0,5.833,9,2.795,G,en,"Mayor Entertainment, Hybrid",United States of America,English,,FALSE,1078732
The Holiday Dating Guide,2023,Brian Herzlinger,,"TV Movie, Comedy, Drama, Romance","Dating coach and aspiring book author Abigale Slater is tasked by her publisher Jack to prove that her dating advice really works. With that, she decides to make a man fall for her by Christmas Eve in 12 days. When she Michael Ryan, her single-minded mission takes an unexpected turn.",90,0,0,5.9,5,2.792,G,en,"Workhorse Cinema, ZMA Films, W Squared Media",United States of America,English,,FALSE,1031072
Trapped in the Farmhouse,2023,Peter Sullivan,,"Thriller, TV Movie, Mystery","On the run from her abusive boyfriend, a woman takes shelter in an isolated farmhouse, unaware that something far worse is waiting for her inside.",90,0,0,5.8,5,2.789,PG-13,en,Hybrid,United States of America,English,,FALSE,1111462
Monumental: Ellie Goulding at Kew Gardens,2023,Liz Clare,,"Music, Documentary","Monumental: Ellie Goulding at Kew Gardens—will premiere on March 31, featuring global superstar Ellie Goulding performing select songs from her upcoming fifth studio album, Higher Than Heaven, for the first time.",60,0,0,7.7,3,2.78,G,en,"Artists Den Entertainment, 2929 Productions, Amazon Studios",United States of America,English,,FALSE,1106063
"O, Brawling Love!",2023,Maggie Mahrt,George Simon,"Comedy, Drama, Romance","Two rival acting students are forced to reconcile their differences and play lovers Romeo and Juliet in their final school play, vying for a life-changing prize.",65,0,0,0,0,2.772,NR,en,John Paul the Great University,United States of America,English,"Two rival acting students are forced to reconcile their differences and play lovers Romeo and Juliet in their final school play, vying for a life-changing prize.",FALSE,1236089
Trevor Noah: Where Was I,2023,David Paul Meyer,,"Comedy, Documentary","Trevor Noah recounts his amusing travels around the world, from foreign national anthems to different cultural norms.",68,0,0,5.9,38,2.77,PG-13,en,,United States of America,English,,FALSE,1215153
Mystery on Mistletoe Lane,2023,Allan Harmon,,Mystery,"When moving to a new town, Heidi and her kids discover a Christmas mystery with the help of the local handyman.",84,0,0,7.4,10,2.757,G,en,"Basset Hound Distribution, Timeless Pictures",Canada,English,Every home has a history of mystery,FALSE,1180844
Love in Glacier National: A National Park Romance,2023,Christie Will,Gregory Mackenzie,"TV Movie, Comedy, Romance","Sparks fly when Hannah, an expert in avalanche forecasting, brings her new technology to Glacier National Park and faces pushback from the director of Mountain Rescue, who relies more on intuition and common sense. Their dual approach bring more than forecasting to the forefront of their hearts.",84,0,0,5.9,12,2.749,G,en,Johnson Production Group,Canada,English,,FALSE,1056740
Dancing with Georgia,2023,Peyton Savington,Katie Evans,"Drama, Romance","Promising dancer Georgia Winters and her friends Atlas, Brighton and Stevie are changed forever when aspiring musician Kasper Hart enters their lives.",90,0,0,10,1,2.73,PG-13,en,Four Lights Films,United States of America,English,Some of us never get the chance to live our what-ifs.,FALSE,1197283
Our Song,2023,Oh Seong-soo,,"Music, Drama","A song like a miracle falls in front of 20-year-old Joseph who has nothing. One day while they were having a happy time singing 'that song' like fate, a man with everything, even the owner of the song, appears in front of Joseph.",117,0,0,0,0,2.725,PG,ko,CMNIX,South Korea,한국어/조선말,"""It's alright, just the way I am""",FALSE,1137966
Big Mäck: Gangsters and Gold,2023,Fabienne Hurst,Teresa Messerschmidt,Documentary,"A man is convicted of a robbery he didn't commit and spends six years in jail. Decades later, he becomes a suspect again — but is he still innocent?",90,0,0,7.106,33,2.722,R,de,bildundtonfabrik,Germany,Deutsch,,FALSE,1063239
A Dash of Christmas,2023,Robin Dunne,Cary Davies,"TV Movie, Comedy, Drama, Romance",A chef bets her future on competing in a new reality show while butting heads with a local baker.,84,0,0,8.4,5,2.719,G,en,"Brad Krevoy Television, Motion Picture Corporation of America","Canada, United States of America",English,,FALSE,1142771
